Role,Company,Location,Duration,Posted,Skills,Applicants,est_stipend,Gender
Analytics,Techdome Solutions Pvt. Ltd.,Hyderabad,6 Months,Few hours ago,"Machine Learning, Quality Assurance/Quality Control (QA/QC), Quantity Survey (QS)",0,12500,Any
Copywriting,Ayurveda House Pvt. Ltd.,Delhi,3 Months,Just now,"Copywriting, Creative Writing, English Proficiency (Written)",0,11000,Any
HR,GIIT Solutions,Gurgaon,6 Months,Just now,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word",0,7500,Any
HR,Zenius,Jaipur,6 Months,Just now,"ATS, Employment engagement, English Proficiency (Spoken), Grievance Handling, Human Resource Information System (HRIS), Onboarding, Recruitment, Resume screening",0,10000,Any
Marketing,Zenius,Jaipur,6 Months,Just now,"Canva, Community Management, Content Marketing, Graphic Design, Social Media Marketing",0,10000,Any
Sales,Shantinath Detergents Pvt. Ltd.,Hooghly,2 Months,Few hours ago,"Sales, Sales Management, Sales Strategy, Sales Support",0,14000,Any
Sales,Shantinath Detergents Pvt. Ltd.,Howrah,2 Months,Few hours ago,"Sales, Sales Management, Sales Strategy, Sales Support",0,14000,Any
Sales,Shantinath Detergents Pvt. Ltd.,Nadia,2 Months,Few hours ago,"Sales, Sales Management, Sales Strategy, Sales Support",0,14000,Any
Sales,Shantinath Detergents Pvt. Ltd.,Murshidabad,2 Months,Few hours ago,"Sales, Sales Management, Sales Strategy, Sales Support",0,14000,Any
Sales,Shantinath Detergents Pvt. Ltd.,South 24 Parganas,2 Months,Few hours ago,"Sales, Sales Management, Sales Strategy, Sales Support",0,14000,Any
Sales,Shantinath Detergents Pvt. Ltd.,North 24 Parganas,2 Months,Few hours ago,"Sales, Sales Management, Sales Strategy, Sales Support",0,14000,Any
Sales,Shantinath Detergents Pvt. Ltd.,Midnapore,2 Months,Few hours ago,"Sales, Sales Management, Sales Strategy, Sales Support",0,14000,Any
Business Development,Diasimos Pvt. Ltd.,Ahmedabad,6 Months,Few hours ago,"Effective Communication, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Presentation skills, Sales, Social Media Marketing",0,9500,Any
Operations,The Design Cart,Delhi,6 Months,Just now,"MS-Excel, Operations",46,16000,Any
Sales,Neuralbits Technologies Pvt. Ltd.,Surat,3 Months,1 day ago,"Effective Communication, Field Sales, Field Work, Negotiation, Presentation skills, Sales Management, Sales Support",0,18000,Any
Sales,Neuralbits Technologies Pvt. Ltd.,Gopipura,3 Months,1 day ago,"Effective Communication, Field Sales, Field Work, Negotiation, Presentation skills, Sales Management, Sales Support",0,18000,Any
Customer Support,FinWin India Consulting,WFH,6 Months,Just now,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel, MS-Office, Research and Analytics",74,5500,Any
Operations,Genesis Training,Bangalore,6 Months,Few hours ago,"Canva, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word",0,8000,Any
Video Making/Editing,MiTran Global,Chennai,3 Months,1 day ago,"Adobe Illustrator, Adobe Photoshop, Video Editing, Video Making",0,11000,Any
Customer Support,AppVersal,Noida,4 Months,Few hours ago,"Effective Communication, Interpersonal skills",0,10500,Any
Graphic Design,MARS Cosmetics,Delhi,3 Months,Few hours ago,"Adobe Creative Suite, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Premiere Pro, UI & UX Design",67,14500,Any
Operations,RedCraft Events,Ahmedabad,6 Months,2 days ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word",0,5500,Any
Law/Legal,Doveriye,Hyderabad,3 Months,2 days ago,"Legal Writing, MS-Office",0,12500,Any
AI,ABEX Excellence Pvt. Ltd.,Chennai,3 Months,3 days ago,"Effective Communication, Market research",48,7500,Any
Graphic Design,Pace Pivot Pvt. Ltd.,Bangalore,3 Months,1 day ago,"Adobe Illustrator, Adobe Photoshop, Canva, Figma, Image Editing",0,12000,Any
Video Making/Editing,Zinnov Management Consulting,Bangalore,6 Months,1 day ago,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making",0,22500,Any
Telecalling,College Option,Faridabad,2 Months,1 day ago,"Counseling, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Lead Generation, MS-Excel, Sales",0,18750,Female
Telecalling,College Option,Delhi,2 Months,1 day ago,"Counseling, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Lead Generation, MS-Excel, Sales",0,18750,Female
Telecalling,College Option,Noida,2 Months,1 day ago,"Counseling, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Lead Generation, MS-Excel, Sales",0,18750,Female
Architecture,JC Design Studio,Delhi,6 Months,2 days ago,"Adobe Photoshop, AutoCAD, Autodesk Revit",0,9000,Any
Product Design,Internshala,Gurgaon,6 Months,Few hours ago,"Adobe Creative Suite, Figma, UI & UX Design",37,18000,Any
Company Secretary (CS),Krishna Popat,Palghar,24 Months,4 days ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Word",0,6500,Any
Company Secretary (CS),Krishna Popat,Virar,24 Months,4 days ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Word",0,6500,Any
Company Secretary (CS),Krishna Popat,Naigaon,24 Months,4 days ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Word",0,6500,Any
Company Secretary (CS),Krishna Popat,Vasai,24 Months,4 days ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Word",0,6500,Any
Company Secretary (CS),Krishna Popat,Boisar,24 Months,4 days ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Word",0,6500,Any
Company Secretary (CS),Krishna Popat,Mira Bhayandar,24 Months,4 days ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Word",0,6500,Any
Company Secretary (CS),Krishna Popat,Saphale,24 Months,4 days ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Word",0,6500,Any
Company Secretary (CS),Krishna Popat,Vangaon,24 Months,4 days ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Word",0,6500,Any
Company Secretary (CS),Krishna Popat,Kelwa,24 Months,4 days ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Word",0,6500,Any
Company Secretary (CS),Krishna Popat,Umroli,24 Months,4 days ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Word",0,6500,Any
Company Secretary (CS),Krishna Popat,Nalasopara,24 Months,4 days ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Word",0,6500,Any
Company Secretary (CS),Krishna Popat,Dahisar Mori,24 Months,4 days ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Word",0,6500,Any
Talent Acquisition,Creencia,Bangalore,3 Months,1 day ago,"English Proficiency (Spoken), English Proficiency (Written), Human Resources, Recruitment",45,10000,Any
Marketing,NRIWAY,Amravati,6 Months,2 days ago,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",0,3250,Any
Marketing,NRIWAY,Nagpur,6 Months,2 days ago,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",0,3250,Any
Sales,Neuralbits Technologies Pvt. Ltd.,Bangalore,3 Months,1 day ago,"Effective Communication, Field Sales, Field Work, Marketing, Presentation skills, Sales Management, Sales Support",0,18000,Any
Sales,Neuralbits Technologies Pvt. Ltd.,Koramangala,3 Months,1 day ago,"Effective Communication, Field Sales, Field Work, Marketing, Presentation skills, Sales Management, Sales Support",0,18000,Any
Marketing,CyberFrat,Mumbai,4 Months,1 day ago,"Content Marketing, Content Writing, Creative Writing, Email Marketing, English Proficiency (Written), LinkedIn Marketing, Public Speaking, Social Media Marketing",62,7500,Any
Marketing,Prolegion Pvt. Ltd.,Lucknow,6 Months,Few hours ago,"Content Writing, Creative Writing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",0,11000,Any
Content Writing,Fantasy Flora Events Pvt. Ltd.,Hyderabad,1 Month,1 day ago,"Blogging, Creative Writing, English Proficiency (Spoken), English Proficiency (Written)",42,2250,Any
Events & Inventory Management,Qreative,Thane,3 Months,1 day ago,"Client Interaction, Event Management, Google Sheets, Inventory Management, Logistics Management, Operations, Planning, Prioritization, Vendor Management",43,11000,Any
Events & Inventory Management,Qreative,Navi Mumbai,3 Months,1 day ago,"Client Interaction, Event Management, Google Sheets, Inventory Management, Logistics Management, Operations, Planning, Prioritization, Vendor Management",43,11000,Any
Events & Inventory Management,Qreative,Mumbai,3 Months,1 day ago,"Client Interaction, Event Management, Google Sheets, Inventory Management, Logistics Management, Operations, Planning, Prioritization, Vendor Management",43,11000,Any
Events & Inventory Management,Qreative,Virar,3 Months,1 day ago,"Client Interaction, Event Management, Google Sheets, Inventory Management, Logistics Management, Operations, Planning, Prioritization, Vendor Management",43,11000,Any
Events & Inventory Management,Qreative,Vasai,3 Months,1 day ago,"Client Interaction, Event Management, Google Sheets, Inventory Management, Logistics Management, Operations, Planning, Prioritization, Vendor Management",43,11000,Any
Sales,Neuralbits Technologies Pvt. Ltd.,Secunderabad,3 Months,1 day ago,"Effective Communication, Field Sales, Field Work, Sales, Sales Management, Sales Support",0,18000,Any
Sales,Neuralbits Technologies Pvt. Ltd.,Hyderabad,3 Months,1 day ago,"Effective Communication, Field Sales, Field Work, Sales, Sales Management, Sales Support",0,18000,Any
AI,Alphabt,Chennai,6 Months,1 day ago,"Computer Vision, Machine Learning, Python",79,13750,Any
Marketing,Ketto Online Ventures Pvt. Ltd.,Mumbai,4 Months,1 day ago,"Canva, Capcut, Content Writing, Creative Thinking, LinkedIn Marketing, Social Media Marketing, Storytelling, Video Editing",63,13500,Any
Marketing,Movi Ecoserve Pvt. Ltd.,Mumbai,6 Months,1 day ago,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",35,5250,Any
Market Research,Inspacco,Pune,3 Months,Few hours ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Research and Analytics",26,9000,Any
Architecture,Ipsita Mondal Design Co.,Gurgaon,6 Months,3 days ago,"Adobe Illustrator, Adobe Photoshop, AutoCAD, Google SketchUp , MS-Office",0,16000,Any
Public Relations,Right Health India,Mumbai,3 Months,1 day ago,"Creative Writing, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, MS-Excel, Public Relations, Social Media Marketing",74,14000,Any
Data Entry,Content-Whale,Mumbai,6 Months,1 day ago,"Data entry, Email Marketing",99,7500,Any
Marketing,Fantasy Flora Events Pvt. Ltd.,Hyderabad,1 Month,1 day ago,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Influencer Marketing, Social Media Marketing",44,2250,Any
Marketing,Right Health India,Mumbai,3 Months,1 day ago,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Influencer Marketing, Instagram Marketing, Social Media Marketing",85,14000,Any
HR,Ziegler Aerospace,Hyderabad,6 Months,1 day ago,"English Proficiency (Spoken), English Proficiency (Written), Human Resource Information System (HRIS), MS-Excel, MS-Office, MS-Word",91,8000,Any
Telecalling,Houzay,Bangalore,3 Months,Few hours ago,"Community Management, Computer skills, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel",0,4250,Any
Sales,Buffalo Extraction Systems Pvt. Ltd.,Pune,2 Months,1 week ago,"Analytical Thinking, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Market research, MS-Excel, MS-Word, Research and Analytics",0,6500,Any
Law/Legal,Anurag Agrawal,Indore,6 Months,4 days ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Office, MS-Word",0,3000,Any
Administration,Vivaan Parashar,Mumbai,6 Months,1 day ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Office, MS-PowerPoint, MS-Word",44,8000,Any
Telecalling,Intugine Technologies Pvt. Ltd.,Bangalore,6 Months,2 days ago,"Effective Communication, Hindi Proficiency (Spoken)",0,10000,Any
Sales,Natturz Bio Kontrol Pvt. Ltd.,Goa Velha,2 Months,4 days ago,"Digital Marketing, Effective Communication, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Microsoft 365, MS-Excel, Social Media Marketing",0,9000,Any
Marketing,My Equity School,Mumbai,3 Months,2 days ago,"Creative Thinking, Data Analytics, Effective Communication, Paid Advertising, Performance Marketing",67,15500,Any
AI,Maxgen Technologies Pvt. Ltd.,Ahmedabad,3 Months,Few hours ago,"Data Science, Deep Learning, Machine Learning, Python",101,9500,Any
Marketing,Fantasy Flora Events Pvt. Ltd.,Hyderabad,1 Month,1 day ago,"English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing",0,2250,Any
Content Writing,TFM Overseas Education Consultants,Mumbai,6 Months,1 day ago,"Blogging, Creative Writing, English Proficiency (Written), Social Media Marketing",34,6999,Any
Operations,Threads And Blocks,Mumbai,3 Months,2 days ago,"Effective Communication, MS-Excel",47,5500,Any
Telecalling,Delkon Technologies,Bareilly,6 Months,Few hours ago,"Effective Communication, English Proficiency (Spoken)",0,23000,Any
Marketing,AnacoDiva Foods Pvt. Ltd.,Navi Mumbai,3 Months,2 days ago,"Acting, Content Writing, English Proficiency (Spoken), Social Media Marketing",48,4250,Any
Marketing,AnacoDiva Foods Pvt. Ltd.,Mumbai,3 Months,2 days ago,"Acting, Content Writing, English Proficiency (Spoken), Social Media Marketing",48,4250,Any
Graphic Design,Break The Code,Thane,3 Months,2 days ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing",0,4000,Any
Graphic Design,Break The Code,Mumbai,3 Months,2 days ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing",0,4000,Any
Graphic Design,Break The Code,Virar,3 Months,2 days ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing",0,4000,Any
Graphic Design,Break The Code,Mira Bhayandar,3 Months,2 days ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing",0,4000,Any
Graphic Design,Break The Code,Nala Sopara,3 Months,2 days ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing",0,4000,Any
Graphic Design,Break The Code,Dahisar,3 Months,2 days ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing",0,4000,Any
Graphic Design,Break The Code,Titwala,3 Months,2 days ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing",0,4000,Any
Graphic Design,Break The Code,Vasai-Virar,3 Months,2 days ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing",0,4000,Any
Graphic Design,Break The Code,Bandra,3 Months,2 days ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing",0,4000,Any
Video Making/Editing,Simit Bhagat Studios,Mumbai,3 Months,2 days ago,"Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro",0,9750,Any
Graphic Design,Prodigious Online,Zirakpur,3 Months,4 days ago,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, CorelDRAW, Image Editing, UI & UX Design",0,2000,Any
Consultant,WEMATTER PXT Ltd.,Mumbai,6 Months,Few hours ago,MS-Excel,34,15000,Any
HR,Sykam Consultancy Services Pvt. Ltd.,Hyderabad,3 Months,Few hours ago,"Compensation management, Conflict Management, Employee Relations, Employment engagement, English Proficiency (Spoken), English Proficiency (Written), HR Analytics, Interpersonal skills, Manpower Planning, MS-Excel, MS-Word, Negotiation, Onboarding, Payroll, Problem Solving, Recruitment, Salary structure, Team Management",34,10500,Any
Marketing,Boho Procure,Mumbai,5 Months,Few hours ago,"Digital Marketing, MS-Excel, MS-Office, Social Media Marketing",61,16250,Any
HR,CareerDNA,Kolkata,3 Months,Few hours ago,"Effective Communication, MS-Office, Recruitment, Talent Management",75,17500,Any
Product Management,Ketto Online Ventures Pvt. Ltd.,Mumbai,6 Months,Few hours ago,Product Management,93,20000,Any
Software,InstaWeb Labs Pvt. Ltd.,Mumbai,6 Months,Few hours ago,"CSS, HTML, JavaScript, Python, Software Testing",108,12500,Any
